id_bien,adresse,surf_carrez,nb_lot,type_local,surf_reelle,nb_piece,idcom
2945B12946,6   PARC DE LANN ROHOU,95,1,Maison,109,6,597
29103AL545,34  RUE DE BREST,38.51,1,Appartement,38,2,598
29103AI8210,2  RUE DU DOCTEUR POULIQUEN,53.74,2,Appartement,55,3,598
29189BE34820,9000  ESPA FREZIER,58.99,1,Appartement,72,3,599
2922AC25713,48  RUE DU GOLF,74.78,1,Appartement,74,4,600
2942HZ41022,108  BD DE LA FRANCE LIBRE,57.69,2,Appartement,57,3,601
29256AB2131,1  CHE DES DUNES,44.32,1,Appartement,48,2,602
29151AS286,4  RUE D AIGUILLON,47.45,1,Appartement,67,3,603
29105BI2703,19  RUE ALBERT DE MUN,97,2,Appartement,105,4,604
2923B192813,25  AV F.LIBRES - RTE CORNICHE,42.93,3,Appartement,42,2,605
29254AB501,30  ALL SAINT FRANCOIS,115.82,1,Maison,94,4,606
29105BM26931,6  ALL VERTE,42.58,2,Appartement,42,2,604
29151AR20048,3 B RPE SAINT NICOLAS,23.01,1,Appartement,24,1,603
29105BV32746,7  PAS SURCOUF,61.3,2,Appartement,63,3,604
29188BI13555,22  RTE DES ROCHES JAUNES,35.58,1,Appartement,36,2,607
29151BL1264,34  PL CHARLES DE GAULLE,43.7,1,Appartement,43,2,603
29188BY448,5486  RES DE LA BAIE,42.16,1,Appartement,33,1,607
29151AT3620,10  RUE DE PARIS,58.05,2,Appartement,54,3,603
2923B2254123,47  RUE ANDRE COLIN,65,1,Appartement,76,4,605
29151AW218124,43  RUE DE BREHAT,27,2,Appartement,26,1,603
29105BI1854,6  RUE DU GENERAL MANGIN,62.33,1,Appartement,55,3,604
29239AC14018,25  PL LACAZE DUTHIERS,76.52,1,Appartement,80,3,608
29151AS1854,8  RUE DE BREST,70.31,1,Appartement,66,4,603
29151AW21819,43  RUE DE BREHAT,29.95,1,Appartement,29,1,603
29105BV4457,34  BD THIERRY D ARGENLIEU,89.8,1,Appartement,87,5,604
29151AN22635,4  RUE DES AMANDIERS,82.92,1,Maison,82,4,603
29151AT2552,26  RUE DES BOUCHERS,47.23,1,Appartement,22,1,603
29239AI69317,11  CHE DES DEUX ROCHES,54.38,2,Appartement,54,3,608
29151AT1681,29  RUE HAUTE,24.81,1,Appartement,27,1,603
29151AS13,15  RUE DE BREST,134.5,2,Maison,108,5,603
29151AX29479,25  RUE DE CALLAC,31.08,1,Appartement,31,1,603
2A247D17048,6187  CHE D'AGNAREDDA,17.71,1,Appartement,66,3,609
2A4BT121155,9001  RES COLLINES DU SALARIO,133.77,1,Appartement,136,5,610
2A4BX23513,13  RUE CARDINAL FESCH,41.77,1,Appartement,45,1,610
2A249AE13712,5000   VIGNA MAJO,73.05,1,Appartement,74,3,611
2A249A245622,6  RUE BONAPARTE,105.04,1,Appartement,100,4,611
2A4AM18268,9018  AV DOCT NOEL FRANCHINI,58.01,2,Appartement,53,2,610
2A4BH213110,1 A RES LE MOZART,44.04,1,Appartement,43,2,610
2A4BH2314,9001  RES EMPIRE FINOSELLO,92.7,1,Appartement,90,4,610
2A272I13026,81  CRS SOEUR AMELIE,64.39,1,Appartement,62,3,612
2A362F184919,6113   SUVERA TORTA,32.16,2,Maison,32,2,613
2A362G74357,6179   PADULACCIA,42.2,1,Appartement,26,2,613
2A249AE7999,9001   HAMEAUX DE PROPRIANO,73.58,1,Appartement,73,4,611
2A4BO51327,2   QRT DES CANNES,30.41,1,Appartement,31,1,610
2A272I4183,247   PASCIALELLA SOPRANA,55.12,1,Appartement,75,3,612
2A41AC3426,15  PL CARREGA,52.43,1,Appartement,47,1,614
2A41Q6198,6572   ILE CAVALLO,87.16,1,Appartement,89,4,614
2A130A535516,5941   VELTRO,24.64,2,Appartement,27,1,615
2A247AT112514,9378   ARMENTAJO,18.76,1,Appartement,18,1,609
2A41AC2404,21  RUE DORIA,28.5,1,Appartement,27,1,614
2A139AH29410,5243 A  SAN CIPRIANO,37.59,1,Maison,42,2,616
2A18A5056,5109   COTRONE,55.44,1,Appartement,55,3,617
2A272I3274,202  RUE FELICIEN MARCHI,44.61,2,Appartement,45,2,612
2A249A4222,7235  RES LAURORA,201.85,2,Appartement,196,6,611
2A228AD475131,475   LES RIVAGES DE LA STAGNOLA,12.5,4,Appartement,36,2,618
2A4BH253174,9021  RUE MARECHAL LYAUTEY,72,1,Appartement,68,3,610
2A130A248950,5401  VGE DE TERRA BELLA,32.51,1,Appartement,34,2,615
2A4BX20312,7  BD ROI JEROME,45.58,1,Appartement,45,2,610
2A4BX19949,15  BD ROI JEROME,27.17,1,Appartement,28,1,610
2A228AB16914,   VALLE DI VIGNOLA,54.22,1,Appartement,20,1,618
2A348G30615,5144   VICO,37,1,Appartement,29,2,619
2A70A118414,5163   TIUCCIA,37.78,1,Appartement,38,2,620
2A4BW17428,60  CRS NAPOLEON,91.09,1,Appartement,80,3,610
2A139AH29437,5243 A  SAN CIPRIANO,30.73,1,Maison,31,1,616
2A4CD1821,5  RUE DAVIN,68.06,2,Appartement,61,2,610
2A4CK316157,1  RES PARC LUCIE BAT MURO,40.8,1,Appartement,40,2,610
2A271C143428,   EFFRICO,7.35,3,Appartement,52,2,621
2A249A30613,29  RUE DU 9 SEPTEMBRE,47.05,1,Appartement,47,3,611
2A21A9011,5065   PESTA SALE,33.57,2,Appartement,31,3,622
2A4BO44398,9001  RES JARDINS FLEURIS PADULE,91.82,1,Appartement,92,4,610
2A4BH23403,9001  RES EMPIRE FINOSELLO,82.26,1,Appartement,80,3,610
2A8AC11211,5278   AUCCIULA,40.5,1,Appartement,44,2,623
2A4CK22414,9000 P  PARC IMPERIAL AMBOISE,78.55,1,Appartement,80,3,610
2A4BN91105,9001  RES U PIOPU PADULE,71.51,2,Appartement,60,3,610
2A4BZ248404,9032  PARC BELVEDERE,86.46,1,Appartement,85,3,610
2A276B90016,5372  RES DOMAINE DE L'ONDELLA,122.3,2,Appartement,122,4,624
2A41Q6192,6572   ILE CAVALLO,75.83,1,Appartement,81,3,614
2A362G185929,5924   GIANZERRA,27.73,1,Appartement,20,1,613
2A247BK1040,9368 A  LDT SANTA GIULIA,37.48,2,Maison,35,3,609
2A4CD32320,11  BD MADAME MERE,83.58,1,Appartement,70,3,610
2A85B77423,9643   GABELLA,40.32,2,Appartement,41,2,625
2A130A3273105,5400  VGE DE TERRA BELLA,46.77,1,Appartement,45,3,615
2A271C19041,5426  RES DU PARC 4,45.98,2,Appartement,46,2,621
2A200D3471,5091   PALNECA,54.99,2,Appartement,56,2,626
2A4CK316665,1 C RES DU PARC LUCIE LE MURANO,54.36,1,Appartement,55,2,610
2A17D56199,5200   TAMARICCIO,26.17,1,Maison,22,1,627
2A70C69911,5098 D  GRONDINAJA,38.2,1,Appartement,41,2,620
2A247AC14810,  RUE DU MARECHAL JUIN,50.17,1,Appartement,50,2,609
2A48A104525,5229   LA LISCIA,29.98,1,Appartement,34,2,628
2A4BW22944,3  RUE COMTE BACCIOCHI,30.49,1,Appartement,16,2,610
2A215B166023,5015   VIAGENTI,63.38,2,Appartement,56,1,629
2A130A2386109,5789   TERRA DI SOLE,92.95,1,Maison,60,3,615
2A4BP31026,21  RUE DOC DELL PELLEGRINO,45.15,1,Appartement,47,2,610
2A198C63511,5231   PORTO,61.93,1,Appartement,97,3,630
2A4AH170339,9001  RES ALZO DI SOLE ASPRETTO,35.45,1,Appartement,35,2,610
2A35B5996,5168   L UOMO,44.02,1,Appartement,45,2,631
2A85B77434,9641   CAROSO,46.92,2,Appartement,47,2,625
2A4AK246126,9001  RES MEDITERRANEE,42.58,1,Appartement,44,2,610
2A276B90057,5372  RES DOMAINE DE L'ONDELLA,65.11,1,Appartement,76,4,624
2A130A327396,5400  VGE DE TERRA BELLA,46.24,1,Appartement,45,3,615
2A130A327363,5400  VGE DE TERRA BELLA,32.35,1,Appartement,32,2,615
2A4BP24211,9  RUE COL COLONNA D ORNANO,77.19,1,Appartement,65,3,610
2A362G743103,6179   PADULACCIA,68.19,1,Appartement,71,3,613
2A247F24351,5001   FOCE INCESA,98.77,1,Maison,114,6,609
2A4BO433111,9016  RUE DU 1ER BATAILLON CHOC,85.56,2,Appartement,76,3,610
2A4BZ9572,12  CRS GRANDVAL,59,1,Appartement,62,2,610
2A4CK316136,1  RES PARC LUCIE BAT MURO,40.79,1,Appartement,40,2,610
2A4BY511,4  RUE POZZO DI BORGO,45,1,Appartement,35,1,610
2A4AN74201,9001  RES VALLE SERENA,102.18,2,Appartement,94,4,610
2A288D728,5762   DICCIPPOLO,80.82,1,Appartement,89,3,632
2A271C171363,5416  RES LES TERRASSES DU PARC J,70.61,2,Appartement,70,3,621
2A130A248933,5401  VGE DE TERRA BELLA,13.82,1,Appartement,14,1,615
2A272I14915,97  PL DE LA LIBERATION,57.61,1,Appartement,55,3,612
2A4BV372692,9001  RES JARDINS DE L EMPEREUR,79.19,2,Appartement,75,5,610
2A247AP22112,5000   LOT ALPLANA DI VETTA,125.84,1,Maison,98,3,609
2A276C717126,5217   IGLIASTROLO,43.22,1,Appartement,35,2,624
2A4CK305876,2  PARC BERTHAULT LES DRAGONNIERS,53.75,1,Appartement,56,2,610
2A139C157619,5733  RES LES JARDINS D ALZETU,45.95,2,Appartement,45,2,616
2A4BW1409,72  RUE CARDINAL FESCH,37.18,1,Appartement,30,1,610
2A249A87210,14  RUE JEAN PANDOLFI,25.1,1,Appartement,24,1,611
2A269AC2613,5507   SOLENZARA,71.33,2,Appartement,70,3,633
2A269AC20540,5120 B  SOLENZARA,43.05,1,Appartement,43,1,633
2A247AD4625,6086  RES LA MARINE DE MATONARA,46.47,1,Appartement,29,1,609
2A271C190327,5421  RES DU PARC 3,65.15,3,Appartement,66,3,621
2A8AD169,5150   STAGNO TONDO,24.42,1,Appartement,21,1,623
2A8AD103438,1  RES HOTELIERE LES FLOTS BLEUS,20.58,1,Appartement,20,1,623
2A8AC11216,5278   AUCCIULA,68.1,1,Appartement,72,3,623
2A48A4943,5153 D  LA LISCIA,34.67,1,Appartement,40,2,628
2A139AH1110,5839  DOM DE SAINT CYPRIEN,80.74,1,Appartement,80,3,616
2A4BP345134,9038  AV PRESIDENT KENNEDY,52.36,1,Appartement,52,2,610
2A189F32925,5367   TENUTELLA,23.33,1,Appartement,30,1,634
2A8AD15927,5179   MOLINI,65.31,1,Maison,65,3,623
2A4BD58440,  RES CARRE BODICCIONE,71.02,1,Appartement,66,3,610
2A4AK24668,9001  RES MEDITERRANEE,57.32,1,Appartement,58,3,610
2A4BR346166,9011  AV PRESIDENT KENNEDY,34.62,1,Appartement,36,2,610
2A228AD12013,5087 C  SORBELLA,91.51,1,Maison,96,4,618
2A4BX23118,24  RUE CARDINAL FESCH,54.1,1,Appartement,25,2,610
2A4AH170386,9001  RES ALZO DI SOLE ASPRETTO,65.33,1,Appartement,65,3,610
2A4BP102280,6  RUE DOC DELL PELLEGRINO,109.76,1,Appartement,113,4,610
2A4BO412321,9001  RES DES CANNES,52.99,1,Appartement,54,3,610
2A247BK9224,23  RES SANTA GIULIA PALACE,52.73,1,Appartement,52,3,609
2A4BW21144,45  CRS NAPOLEON,67.4,1,Appartement,60,3,610
2A247BM751,6440   LDT CONTI,97.9,1,Appartement,97,4,609
2A4BX9323,4  RUE MAJOR LAMBROSCHINI,78.84,2,Appartement,75,4,610
2A4BD9436,9001  RES MONTE MARE  AVE MAL JUIN,51.61,2,Appartement,51,2,610
2A4BZ24883,9028  PARC BELVEDERE,67.55,1,Appartement,83,3,610
2A4BH198205,9001  RES ECRINS RUBIS LE FINOSELLO,44.29,2,Appartement,46,2,610
2A4CL80107,9001  RES DES ILES  LE MAJORQUE,82.24,2,Appartement,86,4,610
2A249A21231,5  RTE DE LA CORNICHE,70.38,2,Appartement,70,3,611
2A4BO43728,15  CRS JEAN NICOLI,62.56,1,Appartement,63,3,610
2A139AH1121,5839  DOM DE SAINT CYPRIEN,73.82,2,Appartement,80,4,616
2A98B42113,5023   COTI,50.21,1,Appartement,50,3,635
2A4BX23264,26  RUE CARDINAL FESCH,32.25,1,Appartement,26,2,610
2A4A1122124,  RES LES COLLINES DU RICANTO,43.87,1,Appartement,44,2,610
2A249AD1561,8  RTE DE LA CORNICHE,25.89,1,Appartement,30,2,611
2A247BK9235,35  RES SANTA GIULIA PALACE,40.71,1,Appartement,40,2,609
2A362F184917,6113   SUVERA TORTA,35,2,Maison,32,2,613
2A247AR8411,9448   PAVELLONE,45.71,2,Maison,108,5,609
2A71B7351,5146   ARIA DI FONTANA,39.91,4,Appartement,40,3,636
2A4BZ248436,9032  PARC BELVEDERE,53.76,1,Appartement,50,1,610
2A269AC32113,32 D  SOLENZARA,82.04,2,Appartement,97,4,633
2A247AI1629,9325   QRT LA MARINE,86.24,1,Appartement,86,4,609
2A249AE7916,9001   HAMEAUX DE PROPRIANO,82.88,1,Maison,87,4,611
2A249A25764,3   CHATEAU D IF,121.37,2,Appartement,130,5,611
2A324B6744,5260   CASAMAJO,87.25,1,Appartement,94,3,637
2A4BP14761,14  BD J ET B MAGLIOLI,66.31,1,Appartement,69,3,610
2A348A135340,5384   SOLANA,101.85,1,Maison,98,4,619
2A4AH17241,9020 C RES GENETS D'ALZO,74.69,1,Appartement,75,3,610
2A4CK4953,9001  PARC BERTHAULT  L'ALCYON,84.53,2,Appartement,80,4,610
2A362G74388,6179   PADULACCIA,37.69,1,Appartement,35,2,613
2A17D56124,5200   TAMARICCIO,42.9,1,Maison,34,1,627
2A4BO2974,2  RUE DES POMMIERS,61.2,1,Appartement,58,3,610
2A4AZ1892094,9001  RES L'OREE DU BOIS  RN 193,31.85,1,Appartement,31,1,610
2A4BV36117,9014  RUE COL COLONNA D ORNANO,67.33,1,Appartement,60,3,610
2A130A3273146,5400  VGE DE TERRA BELLA,43.66,1,Appartement,45,3,615
2A362H11234,5000  RES LES HAMEAUX DE PINARELLO,64.35,1,Appartement,65,3,613
2A254C3693,5082   CASTELLO,75.41,3,Appartement,22,2,638
2A139C2766,5002   MARCHETTA,123.76,1,Maison,160,4,616
2A8AD1642,5150   STAGNO TONDO,31.88,1,Appartement,32,2,623
2A4A110446,6   JARDINS DE CAMPO DELL'ORO,55.85,1,Appartement,58,3,610
2A4AL120233,9001  RES COLLINES PIETRALBA II,80.99,2,Appartement,80,3,610
2A139AH29412,5243 A  SAN CIPRIANO,46.57,1,Maison,54,2,616
2A4CM10817,9001  RES LES HORIZONS,83.23,1,Appartement,79,3,610
2A4CL45388,9001  RES DES ILES  LE SICILE,67.01,1,Appartement,62,2,610
2A4BO32749,109  CRS NAPOLEON,68.96,1,Appartement,72,3,610
2A4CE23919,6  BD FRED SCAMARONI,49.11,1,Appartement,49,2,610
2A247D170434,6187  CHE D'AGNAREDDA,61.39,1,Appartement,61,3,609
2A32D33423,9591   SUARALTA,32.12,1,Appartement,32,2,639
2A249A184878,8  RUE FRED SCAMARONI,61.8,3,Appartement,60,2,611
2A4BV363260,9001  RES LAETIZIA V LE PANORAMIC,31.79,1,Appartement,32,1,610
2A130A327357,5400  VGE DE TERRA BELLA,46.86,1,Appartement,45,3,615
2A139AH861,5566   SAN CIPRIANO,52.55,1,Appartement,42,2,616
2A4BW671,77  CRS NAPOLEON,106.37,1,Appartement,120,5,610
2A249A115212,29  AV NAPOLEON III,23.34,1,Appartement,24,1,611
2A247AL28319,9001  RES MARINA,29.95,1,Appartement,30,2,609
2A249AE79135,9001   HAMEAUX DE PROPRIANO,59.56,1,Maison,48,2,611
2A247AB1347,9015   QRT OSPEDALE,20.97,1,Appartement,15,1,609
2A139AH8616,5566   SAN CIPRIANO,39.25,1,Appartement,43,3,616
2A41AC1787,5  RUE DU PALAIS,47.22,1,Appartement,45,2,614
2A4CE20611,1  RUE MISS CAMPBELL,15.96,1,Appartement,24,1,610
2A4BW1175,86  RUE CARDINAL FESCH,71.4,2,Appartement,78,3,610
2A4CE38147,9003  RUE DU COMMANDANT BENIELLI,97.69,1,Appartement,100,4,610
2A4CK316702,1 C RES DU PARC LUCIE LE MURANO,110.65,1,Appartement,110,4,610
2A4A112224,  RES LES COLLINES DU RICANTO,50.73,1,Appartement,51,2,610
2A32A12923,9504   MACINA,51.48,1,Appartement,60,2,639
2A212B7702,5222   PIANA,16.98,1,Appartement,36,1,640
2A348A1280351,5357   RINICCIO,93.07,2,Appartement,95,4,619
2A247C85129,9005   LDT ARUTOLI,46.75,1,Appartement,59,3,609
2A90E83570,5182   SAGONE,58.35,1,Appartement,64,2,641
2A139A6147,5001 B  MORILICCIA,71.84,1,Appartement,65,3,616
2A4AK24642,9001  RES MEDITERRANEE,66.72,1,Appartement,71,4,610
2A98A1071019,5038   PETINELLO SOTTANO,95.51,1,Maison,100,4,635
2A4CL45351,9001  RES DES ILES  LE SICILE,30.13,1,Appartement,20,1,610
2A249A2476148,5 B RTE DE LA CORNICHE,63.54,1,Appartement,64,3,611
2A249A3178,19  RUE DU 9 SEPTEMBRE,30.06,1,Appartement,29,2,611
2A4BO33619,2 B MTE SAINT JEAN,31.54,1,Appartement,30,1,610
2A4AK22617,9049  RTE SAINT JOSEPH,80.8,1,Appartement,75,3,610
2A119C1172,5009   CUDETA,22.43,1,Appartement,28,1,642
2A271C190318,5421  RES DU PARC 3,64.76,2,Appartement,65,3,621
2A4BP32569,9002  AV PRESIDENT KENNEDY,42.02,1,Appartement,40,2,610
2A130A3273167,5400  VGE DE TERRA BELLA,31.59,1,Appartement,32,2,615
2A4BP15824,5  RUE DOC DELL PELLEGRINO,78.2,1,Appartement,84,3,610
2A103B8811,5121   LA BARRIERE,98.44,5,Maison,100,3,643
2A139AH29424,5243 A  SAN CIPRIANO,34.4,1,Maison,31,1,616
2A276C71715,5217   IGLIASTROLO,37.74,1,Appartement,27,2,624
2A4BR361117,9103  CHE DE BIANCARELLO,65,2,Appartement,65,3,610
2A4B117118,9007   SAN BIAGGIO,86.42,1,Maison,86,4,610
2A4BY12410,7  RUE ROI DE ROME,14.37,1,Appartement,18,1,610
2A4BH9961,9053  RUE MARECHAL LYAUTEY,54.75,1,Appartement,55,2,610
2A4BO388145,9029  RUE PAUL COLONNA D ISTRIA,73.37,1,Appartement,70,3,610
2A4BP1365,103  CRS NAPOLEON,86.7,2,Appartement,90,4,610
2A312C36022,5092   CEPPO,38.01,1,Appartement,48,1,644
2A4BR346149,9012  AV PRESIDENT KENNEDY,57.55,1,Appartement,58,3,610
2A4BR34176,9030  CHE DE BIANCARELLO,47.47,1,Appartement,50,2,610
2A288C4731,5029   LE VILLAGE,91.91,1,Maison,70,3,632
2A4AH18023,9001  RES LES VIOLETTES  ASPRETTO,56.01,2,Appartement,58,2,610
2A4A112212,  RES LES COLLINES DU RICANTO,47.23,1,Appartement,47,2,610
2A4BR33711,9018  CHE DE BIANCARELLO,81,1,Appartement,85,4,610
2A4BP37218,8  RUE COL COLONNA D ORNANO,43.02,1,Appartement,43,2,610
2A4BR292106,9106  CHE DE BIANCARELLO,96.99,1,Appartement,94,4,610
2A247D17351,5004   LDT CARRUCCINO,93.21,4,Maison,93,4,609
2A4BW7522,14  RUE MICHEL BOZZI,100.9,1,Appartement,110,1,610
2A4BX27621,16  CRS NAPOLEON,53.91,1,Appartement,50,2,610
2A271C19032,5421  RES DU PARC 3,45.64,3,Appartement,46,2,621
2A90A20310,5006   COSTA PRUNI,66.85,2,Appartement,24,1,641
2A41AC43314,5102 C  ORTO DOLCE,39.15,1,Appartement,39,2,614
2A271C171348,5416  RES LES TERRASSES DU PARC J,71.41,2,Appartement,73,3,621
2A130A42933,   FORCOLI,56.64,1,Appartement,42,2,615
2A4BP32545,9002  AV PRESIDENT KENNEDY,40.3,1,Appartement,40,2,610
2A247F24352,5002   FOCE INCESA,186.33,1,Maison,207,7,609
2A4BZ24793,9004   QRT OLIVETO,41.48,1,Appartement,50,2,610
2A4CE36324,2  RUE GABRIEL PERI,76.41,2,Appartement,61,3,610
2A4A112296,  RES LES COLLINES DU RICANTO,75.69,1,Appartement,75,3,610
2A4BX28315,10  RUE MARECHAL ORNANO,98.93,1,Appartement,99,4,610
2A130A30266,5810  RES HTS JARDINS PORTICCIO,47.87,1,Appartement,52,3,615
2A8B26212,5093   PIETRA VARGHIA,55.09,2,Appartement,55,4,623
2A4BO1916,3  RUE PAUL COLONNA D ISTRIA,72.83,1,Appartement,73,3,610
2A139A9902,16  RES L'ORTU DI L'OSU,73.65,1,Appartement,76,3,616
2A4AM22078,9001  RES CONSTELLATION,77.85,1,Appartement,80,4,610
2A349AC1532,132   LES CLAIRIERES DE TREVOLE,44,2,Appartement,64,3,645
2A4AZ104,10 F RES LES JARDINS DE TRABACCHINA,66.79,2,Appartement,66,3,610
2A247BK1388,9368 B  LDT SANTA GIULIA,47.75,1,Appartement,48,3,609
2A4AY35228,1 E  JARDINS DE SUARTELLO,44.24,1,Appartement,44,2,610
2A130A2095108,5273 A  PORTICCIO,30.11,1,Appartement,30,1,615
2A362G74383,6179   PADULACCIA,39.81,1,Appartement,36,2,613
2A4BP102237,85  CRS NAPOLEON,113.09,1,Appartement,114,4,610
2A4BY1517,6  RUE CONVENTIONNEL CHIAPPE,134.03,1,Appartement,140,4,610
2A4CK316431,1 A RES DU PARC LUCIE LAVEZZI,35.15,1,Appartement,34,2,610
2A130A3273118,5400  VGE DE TERRA BELLA,30.81,1,Appartement,32,2,615
2A4BW3577187,11  AV NAPOLEON 3,91.34,2,Appartement,90,4,610
2A247AK41418,   QRT PORETTA,47.34,1,Appartement,48,2,609
2A269AC18767,120 A  SOLENZARA,54.45,1,Appartement,52,2,633
2A276B90062,5372  RES DOMAINE DE L'ONDELLA,70.31,1,Appartement,76,4,624
2A362I165711,5001   CALIFORNIA,34.34,1,Maison,32,2,613
2A362H138813,6194   VITRICCIA,33.46,1,Maison,38,2,613
2A247AT112524,9378   ARMENTAJO,36.8,1,Appartement,43,3,609
2A4BR34540,9012  CHE DE BIANCARELLO,74.1,1,Appartement,76,3,610
2B20A92677,5220   PADULE,21.68,1,Appartement,22,1,646
2B134A47610,5200  RES CALA DI MARE,39.61,4,Appartement,88,4,647
2B87B6702,5620   MURE,104,1,Appartement,89,4,648
2B87B6701,5620   MURE,102,1,Appartement,89,4,648
2B185B5448,5273  LOT VICCIOLAJA,59.1,1,Maison,49,3,649
30133CE629,2  AV LE CENTURION,26.4,1,Appartement,27,2,650
30133CR9034,340  AV DE LA LAUNE,28.15,1,Appartement,27,2,650
30133BA1057,841  RTE DE CARNON,38.29,1,Appartement,38,1,650
303AD821,22  RUE THEAULON,32.29,1,Appartement,50,2,651
30189EV6095,4 B RUE ARNAVIELLE,60.07,1,Appartement,60,3,652
30189LC442123,74  IMP DES LUPINS,65.24,1,Appartement,65,3,652
30189CY110123,163  RUE DE BRUNSWICK,36.29,2,Appartement,40,1,652
3062D90596,6404  RTE D AIGUES VIVES,27.42,1,Appartement,28,2,653
30189DE225110,465  CHE DES JUSTICES VIEILLES,76.95,2,Appartement,79,4,652
30106AV4394,5495  CHE NEUF,82.11,1,Maison,84,4,654
30189EH42027,18  RUE DE VERDUN,46.86,1,Appartement,47,2,652
30341AV8228,616  AV DE LA CONDAMINE,44.02,1,Appartement,43,2,655
30133BC2702,62  PL DE LA SALICORNE,83.4,1,Maison,83,4,650
30133BZ17269,56  AV JEAN JAURES,35.75,1,Appartement,35,2,650
30189ED20524,45  AV GEORGES POMPIDOU,131.37,1,Appartement,127,5,652
30189DO15809,20  RUE D AQUITAINE,50.53,1,Appartement,49,3,652
30189EY28623,21  RUE DE LA MADELEINE,67.24,1,Appartement,71,4,652
30189DO109019,2  BD GAMBETTA,14.85,1,Appartement,16,1,652
3060BM1663,35  AV DE LA GRANIERE,97.76,1,Maison,68,4,656
30189ET99291,10  RUE DU PRINTEMPS,77.2,2,Appartement,80,4,652
30169AM8828,5  RTE DE NIMES,90.59,1,Appartement,74,4,657
30133BZ38211,80  RUE DES ANEMONES,20,1,Appartement,19,1,650
3082AA362,14  RUE DE LA PICHOLINE,81.36,1,Maison,82,4,658
3062D905549,6420  RTE D AIGUES VIVES,46.87,2,Appartement,51,3,653
3062D905160,6408  RTE D AIGUES VIVES,27.43,1,Appartement,28,2,653
30189EY2709,14  RUE DE L ASPIC,42.47,1,Appartement,43,2,652
3047AC3391,13 B RUE DE LA REPUBLIQUE,120.25,1,Appartement,90,4,659
30125AR3578,12  IMP DU COUSSOUN,76.66,1,Maison,80,4,660
30189EY62214,6  PL DE L HOTEL DE VILLE,57.37,1,Appartement,59,2,652
303AD814,24  RUE THEAULON,88.85,1,Appartement,75,3,651
30321AC3483,8  RUE DE LA MAZERE,42.3,1,Appartement,48,2,661
30133BZ17234,56  AV JEAN JAURES,35.23,1,Appartement,35,2,650
3062D905545,6420  RTE D AIGUES VIVES,30.3,2,Appartement,28,2,653
30133CB1701,122  RUE DE LA NACELLE,89.79,1,Appartement,102,4,650
30133CL17028,79  AV PETITE CAROLINE,90.22,1,Appartement,60,3,650
30231D119615,5407   MAS DU FESC,65.01,1,Appartement,63,3,662
30133BZ22236,511  AV JEAN JAURES,37.06,1,Appartement,36,2,650
303AS2402,4  RUE DU 19 MARS 1962,123.69,1,Appartement,110,4,651
30189EX57942,2 B RUE DU MAIL,19.36,1,Appartement,21,1,652
30189DZ2268,145  CHE BONNE BRISE,93.92,1,Appartement,103,4,652
30189DO4305,1  RUE DE BOURGOGNE,45,1,Appartement,47,2,652
30189ES410571,86  RTE DE SAINT GILLES,57.81,1,Appartement,57,3,652
30189EY17230,16  RUE DE L ETOILE,26.57,1,Appartement,33,2,652
30189EY27010,14  RUE DE L ASPIC,34.87,1,Appartement,37,1,652
30133CN68,225  RTE DES MARINES,26.93,1,Appartement,26,1,650
30133CD1183,2  AV DE L HERMIONE,37.01,1,Appartement,36,2,650
30189EX595,26  RUE JEAN REBOUL,41.37,1,Appartement,41,2,652
30123AC2353,29  GR GRAND RUE,74.24,1,Appartement,75,4,663
30189HA110314,11  RUE NICOT,27.65,1,Appartement,28,1,652
303AN183,9369  RUE DU VISTRE,27.67,1,Appartement,36,3,651
3036AP2502,5010  LOT LE CLOS MEJEANNE,72.53,1,Maison,72,4,664
30189EX1407220,5  RUE SAINT YON,19.65,1,Appartement,19,1,652
30189EX3736,8 B RUE EMILE ZOLA,163.89,2,Appartement,118,4,652
304AC3078,145  RUE DE LA POSTE,68.29,1,Appartement,68,3,665
30133CE83027,8  AV JEAN LASSERRE,23.01,1,Appartement,25,1,650
30133BY120634,430  AV DU PALAIS DE LA MER,20.06,1,Appartement,19,1,650
30189HE484105,1  RUE EMILE KAHN,78.76,2,Appartement,79,5,652
30133BE245,34  RUE DE MONTSEGUR,115.98,1,Appartement,129,3,650
30189EY5994,7  RUE NOTRE DAME,51.25,1,Appartement,48,2,652
30189EZ42630,3  RUE DE CAISSARGUES,66.21,1,Appartement,65,3,652
3062A13981,3 B RUE DE L ECOLE,31,1,Appartement,68,3,653
30189EY57836,4 B RUE DES CALQUIERES,37.46,1,Appartement,40,2,652
30189HN652109,159  ALL ANNE FRANK,67.15,2,Appartement,67,3,652
30189HA79384,25  BD TALABOT,62.65,2,Appartement,63,3,652
30189EY87143,7  RUE DES MARCHANDS,34.7,1,Appartement,35,2,652
30133CP20979,5  RTE DES MARINES,25.02,1,Appartement,32,2,650
30133BB64114,315  AV DU MAIL,35.61,2,Appartement,35,1,650
30189EY87139,7  RUE DES MARCHANDS,27.81,1,Appartement,26,1,652
30133CN693,225  RTE DES MARINES,20.46,1,Appartement,20,1,650
30189CK51151,1019  RTE DE COURBESSAC,23.14,1,Appartement,22,1,652
30189HI35911,4  RUE D AIX,65.85,2,Appartement,70,4,652
3062B18981,5  RUE DES AJONCS,85.39,1,Maison,85,4,653
